Asvi,AsviR,Sexe,Age,Tage,Couple,Vmatri,Diplome,Occupa,Work,statut,Herit,Pere,Mere,Gparp,gparm,Jgrav,Livep,Epalo,fepsal,vmob,livdf,pel,cel,qpep,asdecv,Retrait,Qpea,Urbani,Zeat,Nbenf,Nbenfq,Iogoc,terre,dette,bdetre,hdetvo,ident
AsO,0,Sh,41,T50,CouN,Vsep,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U1,Zpar,2,Nbe2,Ipro,terN,detO,bemO,hevN,02254
AsO,0,Sh,43,T50,CouO,Vcel,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppO,asdO,RepN,QpeO,U1,Zpar,0,Nbe0,Ipro,terO,detO,bemO,hevN,02255
AsN,1,Sf,42,T50,CouO,Vcel,Dbac,Oact,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celO,qppO,asdO,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terO,detO,bemO,hevN,02256
AsO,0,Sh,55,T60,CouN,Vsep,Dsan,Oact,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesO,vmoN,ldfN,pelN,celN,qppN,asdO,RepO,QpeN,U1,Zpar,2,Nbe2,Ipro,terN,detN,bemN,hevN,02257
AsN,1,Sh,54,T60,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelO,celN,qppO,asdN,RepN,QpeO,U1,Zpar,1,Nbe1,Ipro,terN,detO,bemO,hevN,02258
AsN,1,Sh,41,T50,CouO,Vmar,Dcep,Oina,WctC,spriv,HerN,PerN,MerO,GppN,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,1,Nbe1,Iloc,terN,detO,bemN,hevO,02259
AsN,1,Sf,40,T50,CouO,Vmar,Dtec,Oina,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,1,Nbe1,Iloc,terN,detO,bemN,hevO,02260
AsO,0,Sh,57,T60,CouO,Vmar,Dtec,Oact,Wemp,spub,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,2,Nbe2,Ipro,terN,detO,bemN,hevO,02261
AsO,0,Sf,51,T60,CouO,Vmar,Dcep,Oact,Wemp,spub,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,2,Nbe2,Ipro,terN,detO,bemN,hevO,02262
AsN,1,Sh,38,T40,CouO,Vmar,Dcep,Oact,WctC,spub,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemO,hevN,02263
AsN,1,Sf,33,T40,CouO,Vmar,Dsan,Oina,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemO,hevN,02264
AsO,0,Sf,75,T80,CouN,Vsep,Dcep,Oret,Wemp,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U1,Zpar,1,Nbe1,Ipro,terN,detN,bemN,hevN,02265
AsN,1,Sh,62,T70,CouO,Vmar,Dsan,Oret,WctA,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U1,Zpar,3,Nb>3,Ipro,terO,detO,bemN,hevO,02266
AsN,1,Sf,59,T60,CouO,Vmar,Dtec,Oret,Wemp,spub,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelN,celO,qppN,asdN,RepO,QpeO,U1,Zpar,3,Nb>3,Ipro,terO,detO,bemN,hevO,02267
AsN,1,Sh,36,T40,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemO,hevO,02268
AsN,1,Sf,33,T40,CouO,Vmar,Dsan,Oina,Wemp,spriv,HerN,PerO,MerO,GppO,gpmO,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemO,hevO,02269
AsO,0,Sh,36,T40,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepO,QpeN,U1,Zpar,1,Nbe1,Ipro,terN,detO,bemN,hevN,02270
AsO,0,Sf,32,T40,CouO,Vmar,Dsan,Oina,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,1,Nbe1,Ipro,terN,detO,bemN,hevN,02271
AsN,1,Sf,55,T60,CouN,Vsep,Dtec,Oina,Wemp,spub,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppO,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terO,detO,bemN,hevO,02272
AsN,1,Sh,44,T50,CouO,Vmar,Dsan,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemO,hevN,02273
AsN,1,Sh,67,T70,CouO,Vmar,Dtec,Oret,WctC,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelN,celO,qppN,asdN,RepN,QpeN,U1,Zpar,2,Nbe2,Ipro,terO,detO,bemN,hevN,02274
AsN,1,Sf,64,T70,CouO,Vmar,Dtec,Oret,WctB,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelN,celO,qppN,asdN,RepN,QpeN,U1,Zpar,2,Nbe2,Ipro,terO,detO,bemN,hevN,02275
AsN,1,Sh,53,T60,CouO,Vmar,Db+2,Oina,WctA,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U1,Zpar,1,Nbe1,Ipro,terN,detN,bemN,hevN,02276
AsN,1,Sf,50,T60,CouO,Vmar,Dtec,Oina,WctA,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U1,Zpar,1,Nbe1,Ipro,terN,detN,bemN,hevN,02277
AsN,1,Sh,47,T50,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemN,hevO,02278
AsN,1,Sf,51,T60,CouO,Vmar,Dtec,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemN,hevO,02279
AsN,1,Sf,56,T60,CouN,Vsep,Db+5,Oact,WctA,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Iloc,terN,detO,bemN,hevO,02280
AsO,0,Sh,41,T50,CouO,Vmar,Dbepc,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepO,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemO,hevO,02281
AsN,1,Sf,41,T50,CouO,Vcel,Dbac,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terO,detO,bemO,hevO,02282
AsN,1,Sh,43,T50,CouO,Vmar,Dtec,Oact,WctC,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemN,hevO,02283
AsN,1,Sf,36,T40,CouO,Vmar,Dtec,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemN,hevO,02284
AsN,1,Sh,71,T80,CouN,Vcel,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Iloc,terN,detN,bemN,hevN,02285
AsN,1,Sh,41,T50,CouO,Vmar,Dtec,Oact,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepO,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemO,hevO,02286
AsN,1,Sf,35,T40,CouO,Vmar,Db+2,Oact,WctB,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepO,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemO,hevO,02287
AsN,1,Sh,22,T30,CouO,Vcel,Dsan,Oact,WctC,spriv,HerO,PerO,MerN,GppO,gpmO,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Iloc,terN,detO,bemN,hevO,02288
AsN,1,Sf,23,T30,CouO,Vcel,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmO,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Iloc,terN,detO,bemN,hevO,02289
AsN,1,Sh,82,T80,CouO,Vmar,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,5,Nb>3,Ipro,terN,detN,bemN,hevN,02290
AsO,0,Sh,38,T40,CouO,Vcel,Dsan,Oina,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplO,fesN,vmoN,ldfN,pelO,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Iloc,terO,detO,bemN,hevO,02291
AsO,0,Sf,37,T40,CouO,Vcel,Dsan,Oina,WctC,spub,HerN,PerO,MerN,GppO,gpmN,JgvN,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U1,Zpar,0,Nbe0,Iloc,terO,detO,bemN,hevO,02292
AsN,1,Sh,37,T40,CouO,Vmar,Dbepc,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemO,hevO,02293
AsN,1,Sf,31,T40,CouO,Vmar,Dtec,Oact,Wemp,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,0,Nbe0,Ipro,terN,detO,bemO,hevO,02294
AsN,1,Sf,68,T70,CouN,Vsep,Dcep,Oina,Wemp,spub,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U1,Zpar,2,Nbe2,Ipro,terN,detN,bemN,hevN,02295
AsO,0,Sh,72,T80,CouN,Vcel,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Ipro,terN,detN,bemN,hevN,02296
AsN,1,Sh,37,T40,CouO,Vmar,Dbac,Oact,WctC,spub,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U3,Zpar,0,Nbe0,Ipro,terN,detO,bemN,hevN,02297
AsN,1,Sh,30,T40,CouO,Vmar,Db+5,Oact,WctC,spriv,HerN,PerO,MerO,GppO,gpmO,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Iloc,terN,detO,bemN,hevO,02298
AsN,1,Sh,75,T80,CouO,Vmar,Dcep,Oret,WctC,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U3,Zpar,1,Nbe1,Iloc,terN,detN,bemN,hevN,02299
AsN,1,Sf,71,T80,CouO,Vmar,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,1,Nbe1,Iloc,terN,detN,bemN,hevN,02300
AsN,1,Sh,32,T40,CouO,Vmar,Db+2,Oact,WctB,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesO,vmoO,ldfO,pelO,celN,qppN,asdN,RepN,QpeO,U3,Zpar,0,Nbe0,Ipro,terN,detO,bemO,hevN,02301
AsN,1,Sf,35,T40,CouO,Vmar,Db+2,Oact,WctB,spub,HerN,PerO,MerO,GppO,gpmN,JgvO,LivN,EplO,fesN,vmoN,ldfN,pelO,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Ipro,terN,detO,bemO,hevN,02302
AsN,1,Sh,25,T30,CouO,Vcel,Dsan,Oina,WctC,spriv,HerN,PerO,MerO,GppN,gpmO,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Iloc,terN,detO,bemN,hevN,02303
AsN,1,Sh,73,T80,CouO,Vmar,Dsan,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U3,Zpar,4,Nb>3,Iloc,terN,detN,bemN,hevN,02304
AsN,1,Sf,66,T70,CouO,Vmar,Dtec,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,4,Nb>3,Iloc,terN,detN,bemN,hevN,02305
AsO,0,Sh,55,T60,CouN,Vsep,Dcep,Oina,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepO,QpeN,U3,Zpar,1,Nbe1,Iloc,terN,detN,bemN,hevN,02306
AsN,1,Sh,32,T40,CouO,Vcel,Dtec,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoO,ldfO,pelN,celN,qppO,asdN,RepN,QpeN,U3,Zpar,1,Nbe1,Ipro,terN,detO,bemO,hevO,02307
AsN,1,Sf,34,T40,CouO,Vsep,Dtec,Oact,Wemp,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivN,EplN,fesO,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,1,Nbe1,Ipro,terN,detO,bemO,hevO,02308
AsN,1,Sf,27,T30,CouN,Vcel,Db+2,Oina,WctB,spriv,HerN,PerO,MerO,GppO,gpmO,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Iloc,terN,detN,bemN,hevN,02309
AsN,1,Sf,80,T80,CouN,Vsep,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,6,Nb>3,Iloc,terN,detN,bemN,hevN,02310
AsN,1,Sf,86,T80,CouN,Vsep,Dcep,Oret,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,1,Nbe1,Ipro,terN,detO,bemN,hevO,02311
AsN,1,Sh,62,T70,CouO,Vsep,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,3,Nb>3,Ipro,terN,detN,bemN,hevN,02312
AsN,1,Sf,63,T70,CouO,Vsep,Dsan,Oret,WctC,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,3,Nb>3,Ipro,terN,detN,bemN,hevN,02313
AsN,1,Sh,46,T50,CouO,Vsep,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Ipro,terN,detO,bemN,hevO,02314
AsN,1,Sf,37,T40,CouO,Vsep,Dtec,Oact,Wemp,spub,HerN,PerO,MerO,GppN,gpmO,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Ipro,terN,detO,bemN,hevO,02315
AsO,0,Sh,23,T30,CouO,Vmar,Dbepc,Oact,WctC,spriv,HerN,PerO,MerO,GppO,gpmO,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Iloc,terN,detO,bemN,hevO,02316
AsO,0,Sf,24,T30,CouO,Vmar,Db+2,Oact,Wemp,spub,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Iloc,terN,detO,bemN,hevO,02317
AsN,1,Sh,70,T80,CouO,Vmar,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,4,Nb>3,Iloc,terN,detN,bemN,hevN,02318
AsO,0,Sh,76,T80,CouO,Vmar,Dcep,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U3,Zpar,3,Nb>3,Ipro,terN,detN,bemN,hevN,02319
AsO,0,Sf,67,T70,CouO,Vmar,Dcep,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoO,ldfO,pelO,celN,qppN,asdO,RepN,QpeO,U3,Zpar,3,Nb>3,Ipro,terN,detN,bemN,hevN,02320
AsN,1,Sh,81,T80,CouO,Vmar,Dtec,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,4,Nb>3,Iloc,terN,detN,bemN,hevN,02321
AsN,1,Sf,74,T80,CouO,Vmar,Dcep,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,4,Nb>3,Iloc,terN,detN,bemN,hevN,02322
AsN,1,Sf,66,T70,CouN,Vsep,Dcep,Oina,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,4,Nb>3,Iloc,terN,detN,bemN,hevN,02323
AsN,1,Sf,49,T50,CouO,Vmar,Dcep,Oina,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,2,Nbe2,Ipro,terN,detN,bemN,hevN,02324
AsN,1,Sf,81,T80,CouN,Vsep,Dcep,Oina,WctA,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplO,fesN,vmoN,ldfO,pelO,celN,qppN,asdN,RepN,QpeN,U3,Zpar,1,Nbe1,Ipro,terN,detN,bemN,hevN,02325
AsO,0,Sf,65,T70,CouN,Vsep,Dsan,Oret,WctC,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,3,Nb>3,Iloc,terN,detN,bemN,hevN,02326
AsN,1,Sf,65,T70,CouN,Vsep,Dcep,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,3,Nb>3,Iloc,terN,detN,bemN,hevN,02327
AsN,1,Sh,80,T80,CouO,Vmar,Dcep,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppO,asdN,RepN,QpeN,U3,Zpar,2,Nbe2,Ipro,terN,detN,bemN,hevN,02328
AsN,1,Sf,73,T80,CouO,Vmar,Dcep,Oret,Wemp,spub,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,2,Nbe2,Ipro,terN,detN,bemN,hevN,02329
AsN,1,Sh,39,T40,CouO,Vmar,Dtec,Oact,Wemp,spriv,HerN,PerO,MerN,GppO,gpmN,JgvN,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepO,QpeN,U3,Zpar,0,Nbe0,Ipro,terN,detO,bemO,hevN,02330
AsN,1,Sf,75,T80,CouN,Vsep,Dsan,Oret,Wemp,spriv,HerN,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,2,Nbe2,Ipro,terN,detO,bemN,hevN,02331
AsO,0,Sh,35,T40,CouO,Vmar,Dtec,Oact,Wemp,spriv,HerN,PerO,MerO,GppO,gpmO,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Iloc,terN,detO,bemN,hevN,02332
AsN,1,Sh,46,T50,CouO,Vmar,Dtec,Oact,Wemp,spub,HerO,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Ipro,terO,detO,bemN,hevN,02333
AsN,1,Sf,42,T50,CouO,Vmar,Dbac,Oact,Wemp,spriv,HerN,PerN,MerO,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Ipro,terO,detO,bemN,hevN,02334
AsN,1,Sh,58,T60,CouO,Vmar,Db+5,Oact,WctA,spub,HerN,PerN,MerO,GppN,gpmN,JgvO,LivN,EplO,fesN,vmoN,ldfN,pelN,celO,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Iloc,terO,detN,bemN,hevN,02335
AsN,1,Sf,49,T50,CouO,Vmar,Db+5,Oina,WctA,spub,HerO,PerN,MerN,GppN,gpmN,JgvO,LivN,EplN,fesN,vmoN,ldfN,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Iloc,terO,detN,bemN,hevN,02336
AsN,1,Sh,34,T40,CouN,Vsep,Dtec,Oact,WctC,spriv,HerN,PerO,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U3,Zpar,1,Nbe1,Iloc,terN,detN,bemN,hevN,02337
AsN,1,Sh,36,T40,CouO,Vmar,Dcep,Oina,WctC,spriv,HerN,PerO,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,4,Nb>3,Iloc,terN,detN,bemN,hevN,02338
AsN,1,Sh,39,T40,CouN,Vcel,Dtec,Oina,WctC,spriv,HerN,PerO,MerO,GppN,gpmO,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,0,Nbe0,Iloc,terN,detN,bemN,hevN,02339
AsO,0,Sf,69,T70,CouN,Vsep,Dsan,Oret,WctC,spriv,HerO,PerO,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,2,Nbe2,Iloc,terN,detO,bemN,hevN,02340
AsN,1,Sh,48,T50,CouO,Vmar,Dcep,Oina,WctC,spriv,HerN,PerN,MerO,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdO,RepN,QpeN,U3,Zpar,1,Nbe1,Iloc,terN,detO,bemN,hevO,02341
AsN,1,Sf,47,T50,CouO,Vmar,Dcep,Oact,Wemp,spriv,HerN,PerO,MerN,GppN,gpmN,JgvO,LivO,EplN,fesO,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,1,Nbe1,Iloc,terN,detO,bemN,hevO,02342
AsO,0,Sh,61,T70,CouO,Vmar,Dsan,Oret,WctC,spub,HerO,PerN,MerN,GppN,gpmN,JgvN,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,3,Nb>3,Ipro,terN,detN,bemN,hevN,02343
AsO,0,Sf,60,T70,CouO,Vmar,Dsan,Oina,Wemp,spriv,HerO,PerN,MerN,GppN,gpmN,JgvO,LivO,EplN,fesN,vmoN,ldfO,pelN,celN,qppN,asdN,RepN,QpeN,U3,Zpar,3,Nb>3,Ipro,terN,detN,bemN,hevN,02344
